,County,Basin,GOM,DrillFor,Location,State/Province,Trajectory,Year,Month,US_PublishDate,Rig Count Value
UNITED STATES,LAVACA,Other,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,1
UNITED STATES,LIPSCOMB,Other,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,1
UNITED STATES,WASHINGTON,Other,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,2
UNITED STATES,JEFFERSON,Other,No,Gas,Land,TEXAS,Vertical,2025,4,04-04-2025,1
UNITED STATES,LEON,Other,No,Gas,Land,TEXAS,Vertical,2025,4,04-04-2025,1
UNITED STATES,CASS,Other,No,Oil,Land,TEXAS,Vertical,2025,4,04-04-2025,1
UNITED STATES,UINTAH,Other,No,Gas,Land,UTAH,Directional,2025,4,04-04-2025,2
UNITED STATES,UINTAH,Other,No,Gas,Land,UTAH,Horizontal,2025,4,04-04-2025,1
UNITED STATES,BEAVER,Other,No,Miscellaneous,Land,UTAH,Horizontal,2025,4,04-04-2025,1
UNITED STATES,DUCHESNE,Other,No,Oil,Land,UTAH,Horizontal,2025,4,04-04-2025,6
UNITED STATES,UINTAH,Other,No,Oil,Land,UTAH,Horizontal,2025,4,04-04-2025,2
UNITED STATES,SUBLETTE,Other,No,Gas,Land,WYOMING,Directional,2025,4,04-04-2025,1
UNITED STATES,SWEETWATER,Other,No,Gas,Land,WYOMING,Directional,2025,4,04-04-2025,1
UNITED STATES,UINTA,Other,No,Gas,Land,WYOMING,Directional,2025,4,04-04-2025,2
UNITED STATES,CARBON,Other,No,Gas,Land,WYOMING,Horizontal,2025,4,04-04-2025,1
UNITED STATES,CAMPBELL,Other,No,Oil,Land,WYOMING,Horizontal,2025,4,04-04-2025,5
UNITED STATES,CONVERSE,Other,No,Oil,Land,WYOMING,Horizontal,2025,4,04-04-2025,10
UNITED STATES,LOS ANGELES,Other,No,Gas,Offshore,CALIFORNIA,Directional,2025,4,04-04-2025,1
UNITED STATES,SANTA BARBARA,Other,No,Oil,Offshore,CALIFORNIA,Horizontal,2025,4,04-04-2025,1
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Miscellaneous,Offshore,LOUISIANA,Directional,2025,4,04-04-2025,1
UNITED STATES,EUGENE ISLAND,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2025,4,04-04-2025,1
UNITED STATES,GARDEN BANKS,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2025,4,04-04-2025,1
UNITED STATES,GREEN CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2025,4,04-04-2025,2
UNITED STATES,KEATHLEY CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2025,4,04-04-2025,1
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2025,4,04-04-2025,4
UNITED STATES,ALAMINOS CANYON,Other,Yes,Oil,Offshore,TEXAS,Directional,2025,4,04-04-2025,2
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Directional,2025,4,04-04-2025,1
UNITED STATES,EDDY,Permian,No,Gas,Land,NEW MEXICO,Horizontal,2025,4,04-04-2025,3
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2025,4,04-04-2025,45
UNITED STATES,LEA,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2025,4,04-04-2025,47
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Vertical,2025,4,04-04-2025,2
UNITED STATES,GAINES,Permian,No,Oil,Land,TEXAS,Directional,2025,4,04-04-2025,1
UNITED STATES,MITCHELL,Permian,No,Oil,Land,TEXAS,Directional,2025,4,04-04-2025,1
UNITED STATES,SCURRY,Permian,No,Oil,Land,TEXAS,Directional,2025,4,04-04-2025,1
UNITED STATES,WARD,Permian,No,Oil,Land,TEXAS,Directional,2025,4,04-04-2025,1
UNITED STATES,ANDREWS,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,4
UNITED STATES,BORDEN,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,2
UNITED STATES,CRANE,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,5
UNITED STATES,CROCKETT,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,1
UNITED STATES,CULBERSON,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,9
UNITED STATES,DAWSON,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,4
UNITED STATES,ECTOR,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,2
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,1
UNITED STATES,GLASSCOCK,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,5
UNITED STATES,HOCKLEY,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,1
UNITED STATES,HOWARD,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,10
UNITED STATES,IRION,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,1
UNITED STATES,LOVING,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,19
UNITED STATES,MARTIN,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,27
UNITED STATES,MIDLAND,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,26
UNITED STATES,PECOS,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,1
UNITED STATES,REAGAN,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,12
UNITED STATES,REEVES,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,22
UNITED STATES,UPTON,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,16
UNITED STATES,WARD,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,10
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,7
UNITED STATES,YOAKUM,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,04-04-2025,3
UNITED STATES,GARZA,Permian,No,Oil,Land,TEXAS,Vertical,2025,4,04-04-2025,1
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Vertical,2025,4,04-04-2025,3
UNITED STATES,CARROLL,Utica,No,Gas,Land,OHIO,Horizontal,2025,4,04-04-2025,2
UNITED STATES,GUERNSEY,Utica,No,Gas,Land,OHIO,Horizontal,2025,4,04-04-2025,1
UNITED STATES,HARRISON,Utica,No,Gas,Land,OHIO,Horizontal,2025,4,04-04-2025,1
UNITED STATES,MONROE,Utica,No,Gas,Land,OHIO,Horizontal,2025,4,04-04-2025,1
UNITED STATES,NOBLE,Utica,No,Gas,Land,OHIO,Horizontal,2025,4,04-04-2025,1
UNITED STATES,BELMONT,Utica,No,Oil,Land,OHIO,Horizontal,2025,4,04-04-2025,1
UNITED STATES,GUERNSEY,Utica,No,Oil,Land,OHIO,Horizontal,2025,4,04-04-2025,1
UNITED STATES,HARRISON,Utica,No,Oil,Land,OHIO,Horizontal,2025,4,04-04-2025,1
UNITED STATES,JEFFERSON,Utica,No,Gas,Land,OHIO,Vertical,2025,4,04-04-2025,1
UNITED STATES,BEAVER,Utica,No,Gas,Land,PENNSYLVANIA,Directional,2025,4,04-04-2025,1
UNITED STATES,ROOSEVELT,Williston,No,Oil,Land,MONTANA,Horizontal,2025,4,04-04-2025,1
UNITED STATES,MCKENZIE,Williston,No,Oil,Land,NORTH DAKOTA,Directional,2025,4,04-04-2025,1
UNITED STATES,DUNN,Williston,No,Gas,Land,NORTH DAKOTA,Horizontal,2025,4,04-04-2025,1
UNITED STATES,BURKE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,04-04-2025,1
UNITED STATES,DIVIDE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,04-04-2025,3
UNITED STATES,DUNN,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,04-04-2025,8
UNITED STATES,MCKENZIE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,04-04-2025,7
UNITED STATES,MOUNTRAIL,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,04-04-2025,5
UNITED STATES,WILLIAMS,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,04-04-2025,6
UNITED STATES,CARTER,Ardmore Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,5
UNITED STATES,JOHNSTON,Ardmore Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,PITTSBURG,Arkoma Woodford,No,Gas,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,DENTON,Barnett,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,RUNNELS,Barnett,No,Oil,Land,TEXAS,Vertical,2025,4,11-04-2025,1
UNITED STATES,GRADY,Cana Woodford,No,Oil,Land,OKLAHOMA,Directional,2025,4,11-04-2025,1
UNITED STATES,BLAINE,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,4
UNITED STATES,CANADIAN,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,4
UNITED STATES,GRADY,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,9
UNITED STATES,ARAPAHOE,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2025,4,11-04-2025,1
UNITED STATES,WELD,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2025,4,11-04-2025,4
UNITED STATES,LARAMIE,DJ-Niobrara,No,Oil,Land,WYOMING,Horizontal,2025,4,11-04-2025,1
UNITED STATES,LA SALLE,Eagle Ford,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,WEBB,Eagle Ford,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,5
UNITED STATES,ATASCOSA,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,4
UNITED STATES,BEE,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,DE WITT,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,3
UNITED STATES,DIMMIT,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,5
UNITED STATES,FRIO,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,2
UNITED STATES,GONZALES,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,3
UNITED STATES,KARNES,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,10
UNITED STATES,LA SALLE,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,7
UNITED STATES,LIVE OAK,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,2
UNITED STATES,MAVERICK,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,WEBB,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,2
UNITED STATES,ZAVALA,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,CUSTER,Granite Wash,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,5
UNITED STATES,ROGER MILLS,Granite Wash,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,5
UNITED STATES,ROBERTS,Granite Wash,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,CADDO,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2025,4,11-04-2025,7
UNITED STATES,DE SOTO,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2025,4,11-04-2025,6
UNITED STATES,NATCHITOCHES,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,RED RIVER,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,SABINE,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2025,4,11-04-2025,3
UNITED STATES,HARRISON,Haynesville,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,3
UNITED STATES,NACOGDOCHES,Haynesville,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,PANOLA,Haynesville,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,5
UNITED STATES,SAN AUGUSTINE,Haynesville,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,3
UNITED STATES,SHELBY,Haynesville,No,Gas,Land,TEXAS,Vertical,2025,4,11-04-2025,1
UNITED STATES,ARMSTRONG,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,BRADFORD,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,GREENE,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,INDIANA,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,LYCOMING,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2025,4,11-04-2025,2
UNITED STATES,WASHINGTON,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2025,4,11-04-2025,5
UNITED STATES,WESTMORELAND,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,WYOMING,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,GREENE,Marcellus,No,Gas,Land,PENNSYLVANIA,Vertical,2025,4,11-04-2025,1
UNITED STATES,LACKAWANNA,Marcellus,No,Gas,Land,PENNSYLVANIA,Vertical,2025,4,11-04-2025,1
UNITED STATES,MARION,Marcellus,No,Gas,Land,WEST VIRGINIA,Directional,2025,4,11-04-2025,1
UNITED STATES,BROOKE,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,LEWIS,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,MONONGALIA,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,OHIO,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,RITCHIE,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,TYLER,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,WETZEL,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2025,4,11-04-2025,2
UNITED STATES,Grand Isle Offshore,Other,No,Oil,Inland Waters,LOUISIANA,Directional,2025,4,11-04-2025,1
UNITED STATES,TERREBONNE,Other,No,Oil,Inland Waters,LOUISIANA,Directional,2025,4,11-04-2025,1
UNITED STATES,PLAQUEMINES,Other,No,Oil,Inland Waters,LOUISIANA,Vertical,2025,4,11-04-2025,1
UNITED STATES,KENAI PENINSULA,Other,No,Oil,Land,ALASKA,Directional,2025,4,11-04-2025,1
UNITED STATES,NORTH SLOPE,Other,No,Oil,Land,ALASKA,Directional,2025,4,11-04-2025,9
UNITED STATES,SAN JOAQUIN,Other,No,Gas,Land,CALIFORNIA,Directional,2025,4,11-04-2025,1
UNITED STATES,KERN,Other,No,Miscellaneous,Land,CALIFORNIA,Directional,2025,4,11-04-2025,1
UNITED STATES,LAKE,Other,No,Miscellaneous,Land,CALIFORNIA,Directional,2025,4,11-04-2025,1
UNITED STATES,SACRAMENTO,Other,No,Gas,Land,CALIFORNIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,GARFIELD,Other,No,Gas,Land,COLORADO,Directional,2025,4,11-04-2025,2
UNITED STATES,RIO BLANCO,Other,No,Gas,Land,COLORADO,Directional,2025,4,11-04-2025,1
UNITED STATES,CLARE,Other,No,Gas,Land,MICHIGAN,Horizontal,2025,4,11-04-2025,1
UNITED STATES,RIO ARRIBA,Other,No,Gas,Land,NEW MEXICO,Horizontal,2025,4,11-04-2025,1
UNITED STATES,SAN JUAN,Other,No,Gas,Land,NEW MEXICO,Horizontal,2025,4,11-04-2025,2
UNITED STATES,ELLIS,Other,No,Miscellaneous,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,MAJOR,Other,No,Miscellaneous,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,ELLIS,Other,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,3
UNITED STATES,GARVIN,Other,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,3
UNITED STATES,KINGFISHER,Other,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,2
UNITED STATES,LINCOLN,Other,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,MAJOR,Other,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,2
UNITED STATES,MCCLAIN,Other,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,MURRAY,Other,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,STEPHENS,Other,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,11-04-2025,3
UNITED STATES,ANGELINA,Other,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,2
UNITED STATES,CASS,Other,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,FREESTONE,Other,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,GREGG,Other,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,HOPKINS,Other,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,LEON,Other,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,3
UNITED STATES,ROBERTSON,Other,No,Gas,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,LAVACA,Other,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,LIPSCOMB,Other,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,WASHINGTON,Other,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,2
UNITED STATES,JEFFERSON,Other,No,Gas,Land,TEXAS,Vertical,2025,4,11-04-2025,1
UNITED STATES,LEON,Other,No,Gas,Land,TEXAS,Vertical,2025,4,11-04-2025,1
UNITED STATES,CASS,Other,No,Oil,Land,TEXAS,Vertical,2025,4,11-04-2025,1
UNITED STATES,UINTAH,Other,No,Gas,Land,UTAH,Directional,2025,4,11-04-2025,2
UNITED STATES,UINTAH,Other,No,Gas,Land,UTAH,Horizontal,2025,4,11-04-2025,1
UNITED STATES,BEAVER,Other,No,Miscellaneous,Land,UTAH,Horizontal,2025,4,11-04-2025,1
UNITED STATES,DUCHESNE,Other,No,Oil,Land,UTAH,Horizontal,2025,4,11-04-2025,6
UNITED STATES,UINTAH,Other,No,Oil,Land,UTAH,Horizontal,2025,4,11-04-2025,2
UNITED STATES,SUBLETTE,Other,No,Gas,Land,WYOMING,Directional,2025,4,11-04-2025,1
UNITED STATES,SWEETWATER,Other,No,Gas,Land,WYOMING,Directional,2025,4,11-04-2025,1
UNITED STATES,UINTA,Other,No,Gas,Land,WYOMING,Directional,2025,4,11-04-2025,2
UNITED STATES,CARBON,Other,No,Gas,Land,WYOMING,Horizontal,2025,4,11-04-2025,1
UNITED STATES,CAMPBELL,Other,No,Oil,Land,WYOMING,Horizontal,2025,4,11-04-2025,5
UNITED STATES,CONVERSE,Other,No,Oil,Land,WYOMING,Horizontal,2025,4,11-04-2025,10
UNITED STATES,LOS ANGELES,Other,No,Gas,Offshore,CALIFORNIA,Directional,2025,4,11-04-2025,1
UNITED STATES,SANTA BARBARA,Other,No,Oil,Offshore,CALIFORNIA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Miscellaneous,Offshore,LOUISIANA,Directional,2025,4,11-04-2025,1
UNITED STATES,EUGENE ISLAND,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2025,4,11-04-2025,1
UNITED STATES,GARDEN BANKS,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2025,4,11-04-2025,1
UNITED STATES,GREEN CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2025,4,11-04-2025,2
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2025,4,11-04-2025,4
UNITED STATES,ALAMINOS CANYON,Other,Yes,Oil,Offshore,TEXAS,Directional,2025,4,11-04-2025,2
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Directional,2025,4,11-04-2025,1
UNITED STATES,EDDY,Permian,No,Gas,Land,NEW MEXICO,Horizontal,2025,4,11-04-2025,3
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2025,4,11-04-2025,45
UNITED STATES,LEA,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2025,4,11-04-2025,45
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Vertical,2025,4,11-04-2025,2
UNITED STATES,LEA,Permian,No,Oil,Land,NEW MEXICO,Vertical,2025,4,11-04-2025,1
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Directional,2025,4,11-04-2025,1
UNITED STATES,GAINES,Permian,No,Oil,Land,TEXAS,Directional,2025,4,11-04-2025,1
UNITED STATES,MITCHELL,Permian,No,Oil,Land,TEXAS,Directional,2025,4,11-04-2025,1
UNITED STATES,SCURRY,Permian,No,Oil,Land,TEXAS,Directional,2025,4,11-04-2025,1
UNITED STATES,WARD,Permian,No,Oil,Land,TEXAS,Directional,2025,4,11-04-2025,1
UNITED STATES,ANDREWS,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,6
UNITED STATES,BORDEN,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,3
UNITED STATES,CRANE,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,4
UNITED STATES,CROCKETT,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,CULBERSON,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,9
UNITED STATES,DAWSON,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,4
UNITED STATES,ECTOR,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,2
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,2
UNITED STATES,GLASSCOCK,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,7
UNITED STATES,HOWARD,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,8
UNITED STATES,IRION,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,LOVING,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,19
UNITED STATES,MARTIN,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,25
UNITED STATES,MIDLAND,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,23
UNITED STATES,PECOS,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,1
UNITED STATES,REAGAN,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,8
UNITED STATES,REEVES,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,25
UNITED STATES,UPTON,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,17
UNITED STATES,WARD,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,9
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,7
UNITED STATES,YOAKUM,Permian,No,Oil,Land,TEXAS,Horizontal,2025,4,11-04-2025,4
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Vertical,2025,4,11-04-2025,2
UNITED STATES,CARROLL,Utica,No,Gas,Land,OHIO,Horizontal,2025,4,11-04-2025,2
UNITED STATES,GUERNSEY,Utica,No,Gas,Land,OHIO,Horizontal,2025,4,11-04-2025,1
UNITED STATES,HARRISON,Utica,No,Gas,Land,OHIO,Horizontal,2025,4,11-04-2025,1
UNITED STATES,MONROE,Utica,No,Gas,Land,OHIO,Horizontal,2025,4,11-04-2025,1
UNITED STATES,NOBLE,Utica,No,Gas,Land,OHIO,Horizontal,2025,4,11-04-2025,1
UNITED STATES,BELMONT,Utica,No,Oil,Land,OHIO,Horizontal,2025,4,11-04-2025,1
UNITED STATES,GUERNSEY,Utica,No,Oil,Land,OHIO,Horizontal,2025,4,11-04-2025,1
UNITED STATES,HARRISON,Utica,No,Oil,Land,OHIO,Horizontal,2025,4,11-04-2025,1
UNITED STATES,JEFFERSON,Utica,No,Gas,Land,OHIO,Vertical,2025,4,11-04-2025,1
UNITED STATES,BEAVER,Utica,No,Gas,Land,PENNSYLVANIA,Directional,2025,4,11-04-2025,1
UNITED STATES,ROOSEVELT,Williston,No,Oil,Land,MONTANA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,MCKENZIE,Williston,No,Oil,Land,NORTH DAKOTA,Directional,2025,4,11-04-2025,1
UNITED STATES,DUNN,Williston,No,Gas,Land,NORTH DAKOTA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,BURKE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,11-04-2025,1
UNITED STATES,DIVIDE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,11-04-2025,3
UNITED STATES,DUNN,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,11-04-2025,8
UNITED STATES,MCKENZIE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,11-04-2025,7
UNITED STATES,MOUNTRAIL,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,11-04-2025,5
UNITED STATES,WILLIAMS,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2025,4,11-04-2025,6
UNITED STATES,CARTER,Ardmore Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,17-04-2025,5
UNITED STATES,JOHNSTON,Ardmore Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,17-04-2025,1
UNITED STATES,PITTSBURG,Arkoma Woodford,No,Gas,Land,OKLAHOMA,Horizontal,2025,4,17-04-2025,1
UNITED STATES,DENTON,Barnett,No,Gas,Land,TEXAS,Horizontal,2025,4,17-04-2025,1
UNITED STATES,RUNNELS,Barnett,No,Oil,Land,TEXAS,Vertical,2025,4,17-04-2025,1
UNITED STATES,GRADY,Cana Woodford,No,Oil,Land,OKLAHOMA,Directional,2025,4,17-04-2025,1
UNITED STATES,BLAINE,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,17-04-2025,4
UNITED STATES,CANADIAN,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2025,4,17-04-2025,4
